0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
"-->  Busca Em todos os anos 2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000  Menu  Imprimir  Anterior  Próximo  Database Brasil 2013  16. Ingressos per capita dos estados estadosalaspúblicopopulaçãoingressos per capita1DISTRITO FEDERAL815.591.4383.476.5981,612RIO DE JANEIRO31124.084.18916.369.1791,473SÃO PAULO89350.625.89343.663.6691,164AMAZONAS473.197.4303.807.9210,845PARANÁ1688.074.10410.997.4650,736SANTA CATARINA1094.667.2176.634.2540,707ESPIRITO SANTO562.582.7193.839.3660,678MATO GROSSO362.057.5203.182.1130,659GOIÁS924.111.6676.434.0480,6410RIO GRANDE DO SUL1687.062.32411.164.0430,6311PERNAMBUCO825.588.0789.208.5500,6112ACRE5413.573776.4630,5313MINAS GERAIS21310.912.94120.593.3560,5314MATO GROSSO DO SUL281.353.6532.587.2690,5215SERGIPE191.104.2782.195.6620,5016RIO GRANDE DO NORTE291.539.6863.373.9590,4617BAHIA936.052.12015.044.1370,4018TOCANTINS13582.0991.478.1640,3919RONDONIA13679.3361.728.2140,3920RORAIMA6190.510488.0720,3921CEARÁ493.253.5388.778.5760,3722PARÁ472.707.6837.999.7290,3423PARAIBA261.253.6323.914.4210,3224ALAGOAS141.040.1743.300.9350,3225MARANHÃO331.759.9286.794.3010,2626AMAPÁ4164.588734.9960,2227PIAUI10539.9683.184.1660,17Total2.645151.190.286201.749.6260,75Fonte: Filme B Box Office /Pop: IBGE-estimativa 2013 - Pesquisa: Filme BObservações: * ingressos per capita é a divisão do número de espectadores pela população.  Topo da página  © Copyright Filme B. Todos os direitos reservados.",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Busca Em todos os anos 2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000,,Menu,,Imprimir,,Anterior,,Próximo,,,,,,,,,,,,,
,Database Brasil 2013,,,,,,,,,,,,,,,,,,,,,
,16. Ingressos per capita dos estados,,,,,,,,,,,,,,,,,,,,,
"estadosalaspúblicopopulaçãoingressos per capita1DISTRITO FEDERAL815.591.4383.476.5981,612RIO DE JANEIRO31124.084.18916.369.1791,473SÃO PAULO89350.625.89343.663.6691,164AMAZONAS473.197.4303.807.9210,845PARANÁ1688.074.10410.997.4650,736SANTA CATARINA1094.667.2176.634.2540,707ESPIRITO SANTO562.582.7193.839.3660,678MATO GROSSO362.057.5203.182.1130,659GOIÁS924.111.6676.434.0480,6410RIO GRANDE DO SUL1687.062.32411.164.0430,6311PERNAMBUCO825.588.0789.208.5500,6112ACRE5413.573776.4630,5313MINAS GERAIS21310.912.94120.593.3560,5314MATO GROSSO DO SUL281.353.6532.587.2690,5215SERGIPE191.104.2782.195.6620,5016RIO GRANDE DO NORTE291.539.6863.373.9590,4617BAHIA936.052.12015.044.1370,4018TOCANTINS13582.0991.478.1640,3919RONDONIA13679.3361.728.2140,3920RORAIMA6190.510488.0720,3921CEARÁ493.253.5388.778.5760,3722PARÁ472.707.6837.999.7290,3423PARAIBA261.253.6323.914.4210,3224ALAGOAS141.040.1743.300.9350,3225MARANHÃO331.759.9286.794.3010,2626AMAPÁ4164.588734.9960,2227PIAUI10539.9683.184.1660,17Total2.645151.190.286201.749.6260,75Fonte: Filme B Box Office /Pop: IBGE-estimativa 2013 - Pesquisa: Filme BObservações: * ingressos per capita é a divisão do número de espectadores pela população.",,,,,,,,,,,,,,,,,,,,,,
,estado,salas,público,população,ingressos per capita,,,,,,,,,,,,,,,,,
1,DISTRITO FEDERAL,81,5.591.438,3.476.598,161,,,,,,,,,,,,,,,,,
2,RIO DE JANEIRO,311,24.084.189,16.369.179,147,,,,,,,,,,,,,,,,,
3,SÃO PAULO,893,50.625.893,43.663.669,116,,,,,,,,,,,,,,,,,
4,AMAZONAS,47,3.197.430,3.807.921,084,,,,,,,,,,,,,,,,,
5,PARANÁ,168,8.074.104,10.997.465,073,,,,,,,,,,,,,,,,,
6,SANTA CATARINA,109,4.667.217,6.634.254,070,,,,,,,,,,,,,,,,,
7,ESPIRITO SANTO,56,2.582.719,3.839.366,067,,,,,,,,,,,,,,,,,
8,MATO GROSSO,36,2.057.520,3.182.113,065,,,,,,,,,,,,,,,,,
9,GOIÁS,92,4.111.667,6.434.048,064,,,,,,,,,,,,,,,,,
10,RIO GRANDE DO SUL,168,7.062.324,11.164.043,063,,,,,,,,,,,,,,,,,
11,PERNAMBUCO,82,5.588.078,9.208.550,061,,,,,,,,,,,,,,,,,
12,ACRE,5,413.573,776.463,053,,,,,,,,,,,,,,,,,
13,MINAS GERAIS,213,10.912.941,20.593.356,053,,,,,,,,,,,,,,,,,
14,MATO GROSSO DO SUL,28,1.353.653,2.587.269,052,,,,,,,,,,,,,,,,,
15,SERGIPE,19,1.104.278,2.195.662,050,,,,,,,,,,,,,,,,,
16,RIO GRANDE DO NORTE,29,1.539.686,3.373.959,046,,,,,,,,,,,,,,,,,
17,BAHIA,93,6.052.120,15.044.137,040,,,,,,,,,,,,,,,,,
18,TOCANTINS,13,582.099,1.478.164,039,,,,,,,,,,,,,,,,,
19,RONDONIA,13,679.336,1.728.214,039,,,,,,,,,,,,,,,,,
20,RORAIMA,6,190.510,488.072,039,,,,,,,,,,,,,,,,,
21,CEARÁ,49,3.253.538,8.778.576,037,,,,,,,,,,,,,,,,,
22,PARÁ,47,2.707.683,7.999.729,034,,,,,,,,,,,,,,,,,
23,PARAIBA,26,1.253.632,3.914.421,032,,,,,,,,,,,,,,,,,
24,ALAGOAS,14,1.040.174,3.300.935,032,,,,,,,,,,,,,,,,,
25,MARANHÃO,33,1.759.928,6.794.301,026,,,,,,,,,,,,,,,,,
26,AMAPÁ,4,164.588,734.996,022,,,,,,,,,,,,,,,,,
27,PIAUI,10,539.968,3.184.166,017,,,,,,,,,,,,,,,,,
Total,,2.645,151.190.286,201.749.626,075,,,,,,,,,,,,,,,,,
Fonte: Filme B Box Office /Pop: IBGE-estimativa 2013 - Pesquisa: Filme B,Fonte: Filme B Box Office /Pop: IBGE-estimativa 2013 - Pesquisa: Filme B,Fonte: Filme B Box Office /Pop: IBGE-estimativa 2013 - Pesquisa: Filme B,Fonte: Filme B Box Office /Pop: IBGE-estimativa 2013 - Pesquisa: Filme B,Fonte: Filme B Box Office /Pop: IBGE-estimativa 2013 - Pesquisa: Filme B,Fonte: Filme B Box Office /Pop: IBGE-estimativa 2013 - Pesquisa: Filme B,,,,,,,,,,,,,,,,,
Observações: * ingressos per capita é a divisão do número de espectadores pela população.,Observações: * ingressos per capita é a divisão do número de espectadores pela população.,Observações: * ingressos per capita é a divisão do número de espectadores pela população.,Observações: * ingressos per capita é a divisão do número de espectadores pela população.,Observações: * ingressos per capita é a divisão do número de espectadores pela população.,Observações: * ingressos per capita é a divisão do número de espectadores pela população.,,,,,,,,,,,,,,,,,
,,Topo da página,© Copyright Filme B. Todos os direitos reservados.,,,,,,,,,,,,,,,,,,,
