0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
"-->  Busca Em todos os anos 2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000  Menu  Imprimir  Anterior  Próximo  Database Brasil 2008  19. Ingressos per capita dos estados estadosalaspúblicopopulaçãoingressos per capita1Distrito Federal903.665.3492.557.1581,432Rio de Janeiro25813.674.09615.872.3620,863São Paulo71931.934.57641.011.6350,784Amazonas301.523.7353.341.0960,465Espírito Santo451.552.5643.453.6480,456Paraná1334.374.95310.590.1690,417Goiás722.271.3165.844.9960,398Santa Catarina742.339.8986.052.5870,399Rio Grande do Sul1424.008.79310.855.2140,3710Sergipe9649.4631.999.3740,3211Mato Grosso25940.8602.957.7320,3212Minas Gerais1876.286.16319.850.0720,3213Pernambuco532.743.6758.734.1940,3114Mato Grosso do Sul17727.9292.336.0580,3115Rio Grande do Norte14821.7793.106.4300,2616Amapá7157.825613.1640,2617Bahia673.396.58114.502.5750,2318Ceará351.641.8568.450.5270,1919Paraíba20681.6593.742.6060,1820Roraima573.214412.7830,1821Maranhão11810.9056.305.5390,1322Pará19792.4287.321.4930,1123Alagoas5284.6433.127.5570,0924Rondônia13120.0851.493.5660,0825Piauí7250.4923.119.6970,0826Acre336.964680.0730,0527Tocantins345.9731.280.5090,04Fonte: Salas-Filme B Box Office/Público-Base de dados SDRJ/Pop: IBGE-estimativa 2008 - Pesquisa: Filme BObservações: * ingressos per capita é a divisão do número de espectadores pela população.  Topo da página  © Copyright Filme B. Todos os direitos reservados.",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Busca Em todos os anos 2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000,,Menu,,Imprimir,,Anterior,,Próximo,,,,,,,,,,,,,
,Database Brasil 2008,,,,,,,,,,,,,,,,,,,,,
,19. Ingressos per capita dos estados,,,,,,,,,,,,,,,,,,,,,
"estadosalaspúblicopopulaçãoingressos per capita1Distrito Federal903.665.3492.557.1581,432Rio de Janeiro25813.674.09615.872.3620,863São Paulo71931.934.57641.011.6350,784Amazonas301.523.7353.341.0960,465Espírito Santo451.552.5643.453.6480,456Paraná1334.374.95310.590.1690,417Goiás722.271.3165.844.9960,398Santa Catarina742.339.8986.052.5870,399Rio Grande do Sul1424.008.79310.855.2140,3710Sergipe9649.4631.999.3740,3211Mato Grosso25940.8602.957.7320,3212Minas Gerais1876.286.16319.850.0720,3213Pernambuco532.743.6758.734.1940,3114Mato Grosso do Sul17727.9292.336.0580,3115Rio Grande do Norte14821.7793.106.4300,2616Amapá7157.825613.1640,2617Bahia673.396.58114.502.5750,2318Ceará351.641.8568.450.5270,1919Paraíba20681.6593.742.6060,1820Roraima573.214412.7830,1821Maranhão11810.9056.305.5390,1322Pará19792.4287.321.4930,1123Alagoas5284.6433.127.5570,0924Rondônia13120.0851.493.5660,0825Piauí7250.4923.119.6970,0826Acre336.964680.0730,0527Tocantins345.9731.280.5090,04Fonte: Salas-Filme B Box Office/Público-Base de dados SDRJ/Pop: IBGE-estimativa 2008 - Pesquisa: Filme BObservações: * ingressos per capita é a divisão do número de espectadores pela população.",,,,,,,,,,,,,,,,,,,,,,
,estado,salas,público,população,ingressos per capita,,,,,,,,,,,,,,,,,
1,Distrito Federal,90,3.665.349,2.557.158,143,,,,,,,,,,,,,,,,,
2,Rio de Janeiro,258,13.674.096,15.872.362,086,,,,,,,,,,,,,,,,,
