0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
"-->  Busca Em todos os anos 2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000  Menu  Imprimir  Anterior  Próximo  Database Brasil 2007  17. Ingressos per capita dos estados  estadosalaspúblicopopulaçãoingressos per capita1Distrito Federal923.105.7052.455.9031,262São Paulo74228.494.31939.827.6900,723Rio de Janeiro26310.976.44115.420.4500,714Paraná1374.487.62210.284.5030,445Amazonas301.321.6863.221.9400,416Espírito Santo431.364.3403.351.6690,417Santa Catarina792.231.6615.866.4870,388Rio Grande do Sul1344.000.11710.582.8870,389Goiás751.903.0815.647.0350,3410Sergipe14603.2201.939.4260,3111Mato Grosso27862.1472.854.6420,3012Minas Gerais1995.649.42619.273.5330,2913Mato Grosso do Sul17660.2832.265.8130,2914Pernambuco512.386.1548.486.6380,2815Rio Grande do Norte15774.0913.013.7400,2616Amapá7150.398587.3110,2617Ceará361.688.8418.185.2500,2118Paraíba24724.3473.641.3970,2019Bahia672.579.00614.080.6700,1820Maranhão16693.1295.118.9950,1421Roraima445.344395.7250,1122Pará17760.0747.065.5730,1123Acre367.687655.3850,1024Alagoas7272.3683.037.2310,0925Rondônia9125.6931.453.7560,0926Piauí7247.2743.032.4350,0827Tocantins570.9421.243.6270,06Fonte: Salas-Filme B Box Office/Público-Base de dados SDRJ/Pop: IBGE-estimativa 2007 - Pesquisa: Filme BObservações: * ingressos per capita é a divisão do número de espectadores pela população. Obs.: A base de dados do SDRJ (SIAV), que foi utilizada como fonte para o número de público, ainda é parcial e atualizada ao longo do ano de 2008. Portanto, deve-se considerar, para esses números, uma margem de erro de cerca de 10% a mais.  Topo da página  © Copyright Filme B. Todos os direitos reservados.",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Busca Em todos os anos 2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000,,Menu,,Imprimir,,Anterior,,Próximo,,,,,,,,,,,,,
,Database Brasil 2007,,,,,,,,,,,,,,,,,,,,,
,17. Ingressos per capita dos estados,,,,,,,,,,,,,,,,,,,,,
"estadosalaspúblicopopulaçãoingressos per capita1Distrito Federal923.105.7052.455.9031,262São Paulo74228.494.31939.827.6900,723Rio de Janeiro26310.976.44115.420.4500,714Paraná1374.487.62210.284.5030,445Amazonas301.321.6863.221.9400,416Espírito Santo431.364.3403.351.6690,417Santa Catarina792.231.6615.866.4870,388Rio Grande do Sul1344.000.11710.582.8870,389Goiás751.903.0815.647.0350,3410Sergipe14603.2201.939.4260,3111Mato Grosso27862.1472.854.6420,3012Minas Gerais1995.649.42619.273.5330,2913Mato Grosso do Sul17660.2832.265.8130,2914Pernambuco512.386.1548.486.6380,2815Rio Grande do Norte15774.0913.013.7400,2616Amapá7150.398587.3110,2617Ceará361.688.8418.185.2500,2118Paraíba24724.3473.641.3970,2019Bahia672.579.00614.080.6700,1820Maranhão16693.1295.118.9950,1421Roraima445.344395.7250,1122Pará17760.0747.065.5730,1123Acre367.687655.3850,1024Alagoas7272.3683.037.2310,0925Rondônia9125.6931.453.7560,0926Piauí7247.2743.032.4350,0827Tocantins570.9421.243.6270,06Fonte: Salas-Filme B Box Office/Público-Base de dados SDRJ/Pop: IBGE-estimativa 2007 - Pesquisa: Filme BObservações: * ingressos per capita é a divisão do número de espectadores pela população. Obs.: A base de dados do SDRJ (SIAV), que foi utilizada como fonte para o número de público, ainda é parcial e atualizada ao longo do ano de 2008. Portanto, deve-se considerar, para esses números, uma margem de erro de cerca de 10% a mais.",,,,,,,,,,,,,,,,,,,,,,
,estado,salas,público,população,ingressos per capita,,,,,,,,,,,,,,,,,
1,Distrito Federal,92,3.105.705,2.455.903,126,,,,,,,,,,,,,,,,,
2,São Paulo,742,28.494.319,39.827.690,072,,,,,,,,,,,,,,,,,
3,Rio de Janeiro,263,10.976.441,15.420.450,071,,,,,,,,,,,,,,,,,
4,Paraná,137,4.487.622,10.284.503,044,,,,,,,,,,,,,,,,,
5,Amazonas,30,1.321.686,3.221.940,041,,,,,,,,,,,,,,,,,
6,Espírito Santo,43,1.364.340,3.351.669,041,,,,,,,,,,,,,,,,,
