0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
"-->  Busca Em todos os anos 2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000  Menu  Imprimir  Anterior  Próximo  Database Brasil 2016  16. Ingressos per capita dos estados estadosalaspúblicopopulaçãoingressos per capita1DISTRITO FEDERAL876.257.3312.977.2162,102RIO DE JANEIRO37026.808.29116.635.9961,613SÃO PAULO1.00562.902.12744.749.6991,414RORAIMA15707.447514.2291,385AMAZONAS634.035.2244.001.6671,016ESPIRITO SANTO723.621.9573.973.6970,917SANTA CATARINA1295.794.0756.910.5530,848PARANÁ1779.348.63411.242.7200,839AMAPÁ15634.484782.2950,8110MATO GROSSO452.615.3653.305.5310,7911MATO GROSSO DO SUL272.010.7152.682.3860,7512GOIÁS1124.864.0056.695.8550,7313PERNAMBUCO966.448.5279.410.3360,6914RIO GRANDE DO SUL1577.571.92911.286.5000,6715RIO GRANDE DO NORTE312.187.4533.474.9980,6316ACRE5508.763816.6870,6217MINAS GERAIS25913.064.58420.997.5600,6218CEARÁ985.576.6528.963.6630,6219SERGIPE201.286.4212.265.7790,5720ALAGOAS291.740.1323.358.9630,5221PARÁ654.031.3268.263.8720,4922RONDONIA15856.5111.787.2790,4823PARAIBA361.808.2733.999.4150,4524BAHIA996.785.93015.196.9200,4525PIAUI231.336.5133.212.1800,4226TOCANTINS17633.0761.532.9020,4127MARANHÃO512.428.5736.834.5940,36Total3.118185.864.318205.873.4920,90Fonte: Filme B Box Office Brasil /Pop: IBGE-estimativa 2016 - Pesquisa: Filme BObservações: * ingressos per capita é a divisão do número de espectadores pela população.  Topo da página  © Copyright Filme B. Todos os direitos reservados.",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Busca Em todos os anos 2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000,,Menu,,Imprimir,,Anterior,,Próximo,,,,,,,,,,,,,
,Database Brasil 2016,,,,,,,,,,,,,,,,,,,,,
,16. Ingressos per capita dos estados,,,,,,,,,,,,,,,,,,,,,
"estadosalaspúblicopopulaçãoingressos per capita1DISTRITO FEDERAL876.257.3312.977.2162,102RIO DE JANEIRO37026.808.29116.635.9961,613SÃO PAULO1.00562.902.12744.749.6991,414RORAIMA15707.447514.2291,385AMAZONAS634.035.2244.001.6671,016ESPIRITO SANTO723.621.9573.973.6970,917SANTA CATARINA1295.794.0756.910.5530,848PARANÁ1779.348.63411.242.7200,839AMAPÁ15634.484782.2950,8110MATO GROSSO452.615.3653.305.5310,7911MATO GROSSO DO SUL272.010.7152.682.3860,7512GOIÁS1124.864.0056.695.8550,7313PERNAMBUCO966.448.5279.410.3360,6914RIO GRANDE DO SUL1577.571.92911.286.5000,6715RIO GRANDE DO NORTE312.187.4533.474.9980,6316ACRE5508.763816.6870,6217MINAS GERAIS25913.064.58420.997.5600,6218CEARÁ985.576.6528.963.6630,6219SERGIPE201.286.4212.265.7790,5720ALAGOAS291.740.1323.358.9630,5221PARÁ654.031.3268.263.8720,4922RONDONIA15856.5111.787.2790,4823PARAIBA361.808.2733.999.4150,4524BAHIA996.785.93015.196.9200,4525PIAUI231.336.5133.212.1800,4226TOCANTINS17633.0761.532.9020,4127MARANHÃO512.428.5736.834.5940,36Total3.118185.864.318205.873.4920,90Fonte: Filme B Box Office Brasil /Pop: IBGE-estimativa 2016 - Pesquisa: Filme BObservações: * ingressos per capita é a divisão do número de espectadores pela população.",,,,,,,,,,,,,,,,,,,,,,
,estado,salas,público,população,ingressos per capita,,,,,,,,,,,,,,,,,
1,DISTRITO FEDERAL,87,6.257.331,2.977.216,210,,,,,,,,,,,,,,,,,
2,RIO DE JANEIRO,370,26.808.291,16.635.996,161,,,,,,,,,,,,,,,,,
3,SÃO PAULO,1.005,62.902.127,44.749.699,141,,,,,,,,,,,,,,,,,
4,RORAIMA,15,707.447,514.229,138,,,,,,,,,,,,,,,,,
5,AMAZONAS,63,4.035.224,4.001.667,101,,,,,,,,,,,,,,,,,
6,ESPIRITO SANTO,72,3.621.957,3.973.697,091,,,,,,,,,,,,,,,,,
7,SANTA CATARINA,129,5.794.075,6.910.553,084,,,,,,,,,,,,,,,,,
8,PARANÁ,177,9.348.634,11.242.720,083,,,,,,,,,,,,,,,,,
9,AMAPÁ,15,634.484,782.295,081,,,,,,,,,,,,,,,,,
