0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
"-->  Busca Em todos os anos 2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000  Menu  Imprimir  Anterior  Próximo  Database Brasil 2006  20. Ingressos per capita dos estados  estadosalasespectadorespopulação estadoingressos per capita1Distrito Federal883.177.5332.961.0211,072Rio de Janeiro24311.262.28715.383.4070,733São Paulo72828.268.01340.442.7950,704Amazonas221.364.7133.232.3300,425Paraná1234.265.36110.261.8560,426Espírito Santo371.315.2863.408.3650,397Rio Grande do Sul1394.093.59110.845.0870,388Mato Grosso29947.1872.803.2740,349Sergipe14642.0201.967.7910,3310Minas Gerais2015.960.26419.237.4500,3111Santa Catarina621.780.2355.866.5680,3012Mato Grosso do Sul20680.2012.264.4680,3013Goiás581.686.7895.619.9170,3014Pernambuco502.466.9968.413.5930,2915Rio Grande do Norte15755.2563.003.0870,2516Paraíba24804.0053.595.8860,2217Amapá6130.801594.5870,2218Ceará361.609.1708.097.2760,2019Bahia592.603.38613.815.3340,1920Pará19822.5626.970.5860,1221Maranhão16683.9876.103.3270,1122Alagoas6311.6393.015.9120,1023Roraima339.340391.3170,1024Rondônia8151.0991.534.5940,1025Acre352.532669.7360,0826Piauí9205.0673.006.8850,0727Tocantins574.7511.305.7280,06Fonte: Base de dados SDRJ - Fonte pop: IBGE - estimativa - Pesquisa: Filme BObservações: * ingressos per capita é a divisão do número de espectadores pela população. A base de dados do SDRJ (SIAV), que foi utilizada como fonte para essa tabela, ainda é parcial e atualizada ao longo do ano de 2007. Portanto, deve-se considerar, para esses números, uma margem de erro de cerca de 5% a mais.  Topo da página  © Copyright Filme B. Todos os direitos reservados.",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Busca Em todos os anos 2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000,,Menu,,Imprimir,,Anterior,,Próximo,,,,,,,,,,,,,
,Database Brasil 2006,,,,,,,,,,,,,,,,,,,,,
,20. Ingressos per capita dos estados,,,,,,,,,,,,,,,,,,,,,
"estadosalasespectadorespopulação estadoingressos per capita1Distrito Federal883.177.5332.961.0211,072Rio de Janeiro24311.262.28715.383.4070,733São Paulo72828.268.01340.442.7950,704Amazonas221.364.7133.232.3300,425Paraná1234.265.36110.261.8560,426Espírito Santo371.315.2863.408.3650,397Rio Grande do Sul1394.093.59110.845.0870,388Mato Grosso29947.1872.803.2740,349Sergipe14642.0201.967.7910,3310Minas Gerais2015.960.26419.237.4500,3111Santa Catarina621.780.2355.866.5680,3012Mato Grosso do Sul20680.2012.264.4680,3013Goiás581.686.7895.619.9170,3014Pernambuco502.466.9968.413.5930,2915Rio Grande do Norte15755.2563.003.0870,2516Paraíba24804.0053.595.8860,2217Amapá6130.801594.5870,2218Ceará361.609.1708.097.2760,2019Bahia592.603.38613.815.3340,1920Pará19822.5626.970.5860,1221Maranhão16683.9876.103.3270,1122Alagoas6311.6393.015.9120,1023Roraima339.340391.3170,1024Rondônia8151.0991.534.5940,1025Acre352.532669.7360,0826Piauí9205.0673.006.8850,0727Tocantins574.7511.305.7280,06Fonte: Base de dados SDRJ - Fonte pop: IBGE - estimativa - Pesquisa: Filme BObservações: * ingressos per capita é a divisão do número de espectadores pela população. A base de dados do SDRJ (SIAV), que foi utilizada como fonte para essa tabela, ainda é parcial e atualizada ao longo do ano de 2007. Portanto, deve-se considerar, para esses números, uma margem de erro de cerca de 5% a mais.",,,,,,,,,,,,,,,,,,,,,,
,estado,salas,espectadores,população estado,ingressos per capita,,,,,,,,,,,,,,,,,
1,Distrito Federal,88,3.177.533,2.961.021,107,,,,,,,,,,,,,,,,,
2,Rio de Janeiro,243,11.262.287,15.383.407,073,,,,,,,,,,,,,,,,,
