0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
"-->  Busca Em todos os anos 2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000  Menu  Imprimir  Anterior  Próximo  Database Brasil 2011  17. Ingressos per capita dos estados estadosalaspúblicopopulaçãoingressos per capita1DISTRITO FEDERAL775.276.9362.609.9982,022RIO DE JANEIRO29922.222.77216.112.6781,383SAO PAULO81049.411.32441.587.1821,194AMAZONAS413.211.3483.538.3870,915PARANA1527.678.96710.512.3490,736SANTA CATARINA974.168.4426.317.0540,667ESPIRITO SANTO442.264.4173.547.0550,648GOIAS793.874.8956.080.7160,649RIO GRANDE DO SUL1496.673.95910.733.0300,6210MATO GROSSO271.766.0543.075.9360,5711SERGIPE141.171.1082.089.8190,5612MINAS GERAIS19610.404.11819.728.7010,5313PERNAMBUCO604.614.8108.864.9060,5214RORAIMA6232.439460.1650,5115MATO GROSSO DO SUL241.175.5792.477.5420,4716RIO GRANDE DO NORTE191.512.0593.198.6570,4717RONDONIA12677.3731.576.4550,4318BAHIA755.838.92414.097.5340,4119CEARA433.074.6728.530.1550,3620PARAIBA251.246.8343.791.3150,3321AMAPA6193.873684.3090,2822ALAGOAS14824.6533.143.3840,2623PARA311.988.1747.688.5930,2624TOCANTINS9300.0301.400.8920,2125MARANHAO201.364.7956.645.7610,2126ACRE7126.195746.3860,1727PIAUI10477.6923.140.3280,15Total2.346141.772.442192.379.2870,74Fonte: Filme B Box Office /Pop: IBGE-estimativa 2011 - Pesquisa: Filme BObservações: * ingressos per capita é a divisão do número de espectadores pela população.  Topo da página  © Copyright Filme B. Todos os direitos reservados.",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Busca Em todos os anos 2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000,,Menu,,Imprimir,,Anterior,,Próximo,,,,,,,,,,,,,
,Database Brasil 2011,,,,,,,,,,,,,,,,,,,,,
,17. Ingressos per capita dos estados,,,,,,,,,,,,,,,,,,,,,
"estadosalaspúblicopopulaçãoingressos per capita1DISTRITO FEDERAL775.276.9362.609.9982,022RIO DE JANEIRO29922.222.77216.112.6781,383SAO PAULO81049.411.32441.587.1821,194AMAZONAS413.211.3483.538.3870,915PARANA1527.678.96710.512.3490,736SANTA CATARINA974.168.4426.317.0540,667ESPIRITO SANTO442.264.4173.547.0550,648GOIAS793.874.8956.080.7160,649RIO GRANDE DO SUL1496.673.95910.733.0300,6210MATO GROSSO271.766.0543.075.9360,5711SERGIPE141.171.1082.089.8190,5612MINAS GERAIS19610.404.11819.728.7010,5313PERNAMBUCO604.614.8108.864.9060,5214RORAIMA6232.439460.1650,5115MATO GROSSO DO SUL241.175.5792.477.5420,4716RIO GRANDE DO NORTE191.512.0593.198.6570,4717RONDONIA12677.3731.576.4550,4318BAHIA755.838.92414.097.5340,4119CEARA433.074.6728.530.1550,3620PARAIBA251.246.8343.791.3150,3321AMAPA6193.873684.3090,2822ALAGOAS14824.6533.143.3840,2623PARA311.988.1747.688.5930,2624TOCANTINS9300.0301.400.8920,2125MARANHAO201.364.7956.645.7610,2126ACRE7126.195746.3860,1727PIAUI10477.6923.140.3280,15Total2.346141.772.442192.379.2870,74Fonte: Filme B Box Office /Pop: IBGE-estimativa 2011 - Pesquisa: Filme BObservações: * ingressos per capita é a divisão do número de espectadores pela população.",,,,,,,,,,,,,,,,,,,,,,
,estado,salas,público,população,ingressos per capita,,,,,,,,,,,,,,,,,
1,DISTRITO FEDERAL,77,5.276.936,2.609.998,202,,,,,,,,,,,,,,,,,
2,RIO DE JANEIRO,299,22.222.772,16.112.678,138,,,,,,,,,,,,,,,,,
3,SAO PAULO,810,49.411.324,41.587.182,119,,,,,,,,,,,,,,,,,
4,AMAZONAS,41,3.211.348,3.538.387,091,,,,,,,,,,,,,,,,,
5,PARANA,152,7.678.967,10.512.349,073,,,,,,,,,,,,,,,,,
6,SANTA CATARINA,97,4.168.442,6.317.054,066,,,,,,,,,,,,,,,,,
7,ESPIRITO SANTO,44,2.264.417,3.547.055,064,,,,,,,,,,,,,,,,,
8,GOIAS,79,3.874.895,6.080.716,064,,,,,,,,,,,,,,,,,
9,RIO GRANDE DO SUL,149,6.673.959,10.733.030,062,,,,,,,,,,,,,,,,,
10,MATO GROSSO,27,1.766.054,3.075.936,057,,,,,,,,,,,,,,,,,
11,SERGIPE,14,1.171.108,2.089.819,056,,,,,,,,,,,,,,,,,
12,MINAS GERAIS,196,10.404.118,19.728.701,053,,,,,,,,,,,,,,,,,
13,PERNAMBUCO,60,4.614.810,8.864.906,052,,,,,,,,,,,,,,,,,
14,RORAIMA,6,232.439,460.165,051,,,,,,,,,,,,,,,,,
15,MATO GROSSO DO SUL,24,1.175.579,2.477.542,047,,,,,,,,,,,,,,,,,
16,RIO GRANDE DO NORTE,19,1.512.059,3.198.657,047,,,,,,,,,,,,,,,,,
17,RONDONIA,12,677.373,1.576.455,043,,,,,,,,,,,,,,,,,
18,BAHIA,75,5.838.924,14.097.534,041,,,,,,,,,,,,,,,,,
19,CEARA,43,3.074.672,8.530.155,036,,,,,,,,,,,,,,,,,
20,PARAIBA,25,1.246.834,3.791.315,033,,,,,,,,,,,,,,,,,
21,AMAPA,6,193.873,684.309,028,,,,,,,,,,,,,,,,,
22,ALAGOAS,14,824.653,3.143.384,026,,,,,,,,,,,,,,,,,
23,PARA,31,1.988.174,7.688.593,026,,,,,,,,,,,,,,,,,
24,TOCANTINS,9,300.030,1.400.892,021,,,,,,,,,,,,,,,,,
25,MARANHAO,20,1.364.795,6.645.761,021,,,,,,,,,,,,,,,,,
26,ACRE,7,126.195,746.386,017,,,,,,,,,,,,,,,,,
27,PIAUI,10,477.692,3.140.328,015,,,,,,,,,,,,,,,,,
,Total,2.346,141.772.442,192.379.287,074,,,,,,,,,,,,,,,,,
Fonte: Filme B Box Office /Pop: IBGE-estimativa 2011 - Pesquisa: Filme B,Fonte: Filme B Box Office /Pop: IBGE-estimativa 2011 - Pesquisa: Filme B,Fonte: Filme B Box Office /Pop: IBGE-estimativa 2011 - Pesquisa: Filme B,Fonte: Filme B Box Office /Pop: IBGE-estimativa 2011 - Pesquisa: Filme B,Fonte: Filme B Box Office /Pop: IBGE-estimativa 2011 - Pesquisa: Filme B,Fonte: Filme B Box Office /Pop: IBGE-estimativa 2011 - Pesquisa: Filme B,,,,,,,,,,,,,,,,,
Observações: * ingressos per capita é a divisão do número de espectadores pela população.,Observações: * ingressos per capita é a divisão do número de espectadores pela população.,Observações: * ingressos per capita é a divisão do número de espectadores pela população.,Observações: * ingressos per capita é a divisão do número de espectadores pela população.,Observações: * ingressos per capita é a divisão do número de espectadores pela população.,Observações: * ingressos per capita é a divisão do número de espectadores pela população.,,,,,,,,,,,,,,,,,
,,Topo da página,© Copyright Filme B. Todos os direitos reservados.,,,,,,,,,,,,,,,,,,,
