0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
"-->  Busca Em todos os anos 2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000  Menu  Imprimir  Anterior  Próximo  Comentário  Database Brasil 2005  20. Ingressos per capita dos estados  estadosalasespectadorespopulação estadoingressos per capita1Distrito Federal873.656.4712.961.0211,232Rio de Janeiro24812.684.27615.383.4070,823São Paulo72732.595.18640.442.7950,814Rio Grande do Sul1465.078.45410.845.0870,475Paraná1344.780.56910.261.8560,476Espírito Santo421.471.7343.408.3650,437Amazonas221.235.6253.232.3300,388Mato Grosso291.062.9602.803.2740,389Sergipe14743.2121.967.7910,3810Goiás552.060.7405.619.9170,3711Mato Grosso do Sul18821.9102.264.4680,3612Santa Catarina571.998.6505.866.5680,3413Pernambuco532.847.3078.413.5930,3414Minas Gerais2006.433.86619.237.4500,3315Paraíba26873.5513.595.8860,2416Ceará361.932.2958.097.2760,2417Bahia623.076.33913.815.3340,2218Amapá7123.689594.5870,2119Rio Grande do Norte9590.4193.003.0870,2020Pará24980.2086.970.5860,1421Alagoas6395.7093.015.9120,1322Maranhão16783.9056.103.3270,1323Rondônia8163.3431.534.5940,1124Roraima339.287391.3170,1025Piauí8197.3393.006.8850,0726Tocantins677.7691.305.7280,0627Acre236.395669.7360,05Total 204586.741.208184.812.1770,47Fonte: Base de dados SDRJ. - Fonte pop: IBGE - estimativa - Pesquisa: Filme BObservações: * ingressos per capita é a divisão do número de espectadores pela população. Estes totais de público omitem cerca de 5% de espectadores, que é a diferença entre os números do box office do SDRJ (mais completo) e a base de dados do SDRJ (SIAV) que foi utilizada para essa planilha, que é parcial e atualizada ao longo do ano.  Topo da página  © Copyright Filme B. Todos os direitos reservados.",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Busca Em todos os anos 2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000,,Menu,,Imprimir,,Anterior,,Próximo,,Comentário,,,,,,,,,,,
,Database Brasil 2005,,,,,,,,,,,,,,,,,,,,,
,20. Ingressos per capita dos estados,,,,,,,,,,,,,,,,,,,,,
"estadosalasespectadorespopulação estadoingressos per capita1Distrito Federal873.656.4712.961.0211,232Rio de Janeiro24812.684.27615.383.4070,823São Paulo72732.595.18640.442.7950,814Rio Grande do Sul1465.078.45410.845.0870,475Paraná1344.780.56910.261.8560,476Espírito Santo421.471.7343.408.3650,437Amazonas221.235.6253.232.3300,388Mato Grosso291.062.9602.803.2740,389Sergipe14743.2121.967.7910,3810Goiás552.060.7405.619.9170,3711Mato Grosso do Sul18821.9102.264.4680,3612Santa Catarina571.998.6505.866.5680,3413Pernambuco532.847.3078.413.5930,3414Minas Gerais2006.433.86619.237.4500,3315Paraíba26873.5513.595.8860,2416Ceará361.932.2958.097.2760,2417Bahia623.076.33913.815.3340,2218Amapá7123.689594.5870,2119Rio Grande do Norte9590.4193.003.0870,2020Pará24980.2086.970.5860,1421Alagoas6395.7093.015.9120,1322Maranhão16783.9056.103.3270,1323Rondônia8163.3431.534.5940,1124Roraima339.287391.3170,1025Piauí8197.3393.006.8850,0726Tocantins677.7691.305.7280,0627Acre236.395669.7360,05Total 204586.741.208184.812.1770,47Fonte: Base de dados SDRJ. - Fonte pop: IBGE - estimativa - Pesquisa: Filme BObservações: * ingressos per capita é a divisão do número de espectadores pela população. Estes totais de público omitem cerca de 5% de espectadores, que é a diferença entre os números do box office do SDRJ (mais completo) e a base de dados do SDRJ (SIAV) que foi utilizada para essa planilha, que é parcial e atualizada ao longo do ano.",,,,,,,,,,,,,,,,,,,,,,
,estado,salas,espectadores,população estado,ingressos per capita,,,,,,,,,,,,,,,,,
1,Distrito Federal,87,3.656.471,2.961.021,123,,,,,,,,,,,,,,,,,
2,Rio de Janeiro,248,12.684.276,15.383.407,082,,,,,,,,,,,,,,,,,
