0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
"-->  Busca Em todos os anos 2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000  Menu  Imprimir  Anterior  Próximo  Database Brasil 2010  20. Ingressos per capita dos estados estadosalaspúblicopopulaçãoingressos per capita1Distrito Federal805.019.0332.562.9631,962Rio de Janeiro27121.050.00515.993.5831,323São Paulo78548.299.47741.252.1601,174Amazonas412.665.4063.480.9370,775Paraná1437.333.69710.439.6010,706Espirito Santo452.271.3003.512.6720,657Santa Catarina833.985.9376.249.6820,648Rio Grande do Sul1426.681.38210.695.5320,629Goiás743.632.5566.004.0450,6110Sergipe141.128.5362.068.0310,5511Mato Grosso271.604.5443.033.9910,5312Minas Gerais1889.915.44919.595.3090,5113Pernambuco544.276.3798.796.0320,4914Mato Grosso do Sul171.101.9792.449.3410,4515Rio Grande do Norte191.416.5043.168.1330,4516Roraima6183.830451.2270,4117Rondonia12623.7941.560.5010,4018Bahia825.460.28014.021.4320,3919Ceará443.017.0508.448.0550,3620Paraiba201.163.5383.766.8340,3121Amapá6191.062668.6890,2922Alagoas10693.5603.120.9220,2223Pará271.457.1197.588.0780,1924Maranhão171.182.6606.569.6830,1825Piaui10476.2463.119.0150,1526Acre377.957732.7930,1127Tocantins548.6621.383.4530,04Total134.957.942190.732.6940,71Fonte: Banco de dados Filme B / Pop: IBGE-estimativa 2010 - Pesquisa: Filme BObservações: * ingressos per capita é a divisão do número de espectadores pela população.  Topo da página  © Copyright Filme B. Todos os direitos reservados.",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Busca Em todos os anos 2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000,,Menu,,Imprimir,,Anterior,,Próximo,,,,,,,,,,,,,
,Database Brasil 2010,,,,,,,,,,,,,,,,,,,,,
,20. Ingressos per capita dos estados,,,,,,,,,,,,,,,,,,,,,
"estadosalaspúblicopopulaçãoingressos per capita1Distrito Federal805.019.0332.562.9631,962Rio de Janeiro27121.050.00515.993.5831,323São Paulo78548.299.47741.252.1601,174Amazonas412.665.4063.480.9370,775Paraná1437.333.69710.439.6010,706Espirito Santo452.271.3003.512.6720,657Santa Catarina833.985.9376.249.6820,648Rio Grande do Sul1426.681.38210.695.5320,629Goiás743.632.5566.004.0450,6110Sergipe141.128.5362.068.0310,5511Mato Grosso271.604.5443.033.9910,5312Minas Gerais1889.915.44919.595.3090,5113Pernambuco544.276.3798.796.0320,4914Mato Grosso do Sul171.101.9792.449.3410,4515Rio Grande do Norte191.416.5043.168.1330,4516Roraima6183.830451.2270,4117Rondonia12623.7941.560.5010,4018Bahia825.460.28014.021.4320,3919Ceará443.017.0508.448.0550,3620Paraiba201.163.5383.766.8340,3121Amapá6191.062668.6890,2922Alagoas10693.5603.120.9220,2223Pará271.457.1197.588.0780,1924Maranhão171.182.6606.569.6830,1825Piaui10476.2463.119.0150,1526Acre377.957732.7930,1127Tocantins548.6621.383.4530,04Total134.957.942190.732.6940,71Fonte: Banco de dados Filme B / Pop: IBGE-estimativa 2010 - Pesquisa: Filme BObservações: * ingressos per capita é a divisão do número de espectadores pela população.",,,,,,,,,,,,,,,,,,,,,,
,estado,salas,público,população,ingressos per capita,,,,,,,,,,,,,,,,,
1,Distrito Federal,80,5.019.033,2.562.963,196,,,,,,,,,,,,,,,,,
2,Rio de Janeiro,271,21.050.005,15.993.583,132,,,,,,,,,,,,,,,,,
3,São Paulo,785,48.299.477,41.252.160,117,,,,,,,,,,,,,,,,,
4,Amazonas,41,2.665.406,3.480.937,077,,,,,,,,,,,,,,,,,
5,Paraná,143,7.333.697,10.439.601,070,,,,,,,,,,,,,,,,,
6,Espirito Santo,45,2.271.300,3.512.672,065,,,,,,,,,,,,,,,,,
7,Santa Catarina,83,3.985.937,6.249.682,064,,,,,,,,,,,,,,,,,
8,Rio Grande do Sul,142,6.681.382,10.695.532,062,,,,,,,,,,,,,,,,,
9,Goiás,74,3.632.556,6.004.045,061,,,,,,,,,,,,,,,,,
10,Sergipe,14,1.128.536,2.068.031,055,,,,,,,,,,,,,,,,,
11,Mato Grosso,27,1.604.544,3.033.991,053,,,,,,,,,,,,,,,,,
12,Minas Gerais,188,9.915.449,19.595.309,051,,,,,,,,,,,,,,,,,
13,Pernambuco,54,4.276.379,8.796.032,049,,,,,,,,,,,,,,,,,
14,Mato Grosso do Sul,17,1.101.979,2.449.341,045,,,,,,,,,,,,,,,,,
15,Rio Grande do Norte,19,1.416.504,3.168.133,045,,,,,,,,,,,,,,,,,
16,Roraima,6,183.830,451.227,041,,,,,,,,,,,,,,,,,
17,Rondonia,12,623.794,1.560.501,040,,,,,,,,,,,,,,,,,
18,Bahia,82,5.460.280,14.021.432,039,,,,,,,,,,,,,,,,,
19,Ceará,44,3.017.050,8.448.055,036,,,,,,,,,,,,,,,,,
20,Paraiba,20,1.163.538,3.766.834,031,,,,,,,,,,,,,,,,,
21,Amapá,6,191.062,668.689,029,,,,,,,,,,,,,,,,,
22,Alagoas,10,693.560,3.120.922,022,,,,,,,,,,,,,,,,,
23,Pará,27,1.457.119,7.588.078,019,,,,,,,,,,,,,,,,,
24,Maranhão,17,1.182.660,6.569.683,018,,,,,,,,,,,,,,,,,
25,Piaui,10,476.246,3.119.015,015,,,,,,,,,,,,,,,,,
26,Acre,3,77.957,732.793,011,,,,,,,,,,,,,,,,,
27,Tocantins,5,48.662,1.383.453,004,,,,,,,,,,,,,,,,,
,Total,,134.957.942,190.732.694,071,,,,,,,,,,,,,,,,,
