0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
"-->  Busca Em todos os anos 2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000  Menu  Imprimir  Anterior  Próximo  Database Brasil 2012  17. Ingressos per capita dos estados estadosalaspúblicopopulaçãoingressos per capita1DISTRITO FEDERAL765.495.3523.188.4451,722RIO DE JANEIRO31823.695.71816.231.3651,463SÃO PAULO87350.843.18541.901.2191,214AMAZONAS383.215.8433.590.9850,905PARANÁ1597.952.73510.577.7550,756GOIÁS844.307.1766.154.9960,707SANTA CATARINA1064.429.0676.383.2860,698ESPIRITO SANTO472.385.5203.578.0670,679RIO GRANDE DO SUL1606.631.21710.770.6030,6210MATO GROSSO271.900.1413.115.3360,6111PERNAMBUCO775.243.2438.931.0280,5912MINAS GERAIS22210.986.25319.855.3320,5513MATO GROSSO DO SUL241.345.5242.505.0880,5414SERGIPE141.119.6402.110.8670,5315ACRE7388.365758.7860,5116RIO GRANDE DO NORTE191.543.4153.228.1980,4817RONDONIA13697.9211.590.0110,4418BAHIA855.861.96114.175.3410,4119TOCANTINS14553.8521.417.6940,3920RORAIMA6176.911469.5240,3821CEARÁ423.193.5598.606.0050,3722PARAIBA261.331.2693.815.1710,3523ALAGOAS141.076.0933.165.4720,3424PARÁ392.399.7167.762.7580,3125AMAPÁ8199.089698.6020,2826MARANHÃO211.396.9966.714.3140,2127PIAUI10544.3313.160.7480,17total2.529148.914.092194.456.9960,77Fonte: Filme B Box Office /Pop: IBGE-estimativa 2012 - Pesquisa: Filme BObservações: * ingressos per capita é a divisão do número de espectadores pela população.  Topo da página  © Copyright Filme B. Todos os direitos reservados.",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Busca Em todos os anos 2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000,,Menu,,Imprimir,,Anterior,,Próximo,,,,,,,,,,,,,
,Database Brasil 2012,,,,,,,,,,,,,,,,,,,,,
,17. Ingressos per capita dos estados,,,,,,,,,,,,,,,,,,,,,
"estadosalaspúblicopopulaçãoingressos per capita1DISTRITO FEDERAL765.495.3523.188.4451,722RIO DE JANEIRO31823.695.71816.231.3651,463SÃO PAULO87350.843.18541.901.2191,214AMAZONAS383.215.8433.590.9850,905PARANÁ1597.952.73510.577.7550,756GOIÁS844.307.1766.154.9960,707SANTA CATARINA1064.429.0676.383.2860,698ESPIRITO SANTO472.385.5203.578.0670,679RIO GRANDE DO SUL1606.631.21710.770.6030,6210MATO GROSSO271.900.1413.115.3360,6111PERNAMBUCO775.243.2438.931.0280,5912MINAS GERAIS22210.986.25319.855.3320,5513MATO GROSSO DO SUL241.345.5242.505.0880,5414SERGIPE141.119.6402.110.8670,5315ACRE7388.365758.7860,5116RIO GRANDE DO NORTE191.543.4153.228.1980,4817RONDONIA13697.9211.590.0110,4418BAHIA855.861.96114.175.3410,4119TOCANTINS14553.8521.417.6940,3920RORAIMA6176.911469.5240,3821CEARÁ423.193.5598.606.0050,3722PARAIBA261.331.2693.815.1710,3523ALAGOAS141.076.0933.165.4720,3424PARÁ392.399.7167.762.7580,3125AMAPÁ8199.089698.6020,2826MARANHÃO211.396.9966.714.3140,2127PIAUI10544.3313.160.7480,17total2.529148.914.092194.456.9960,77Fonte: Filme B Box Office /Pop: IBGE-estimativa 2012 - Pesquisa: Filme BObservações: * ingressos per capita é a divisão do número de espectadores pela população.",,,,,,,,,,,,,,,,,,,,,,
,estado,salas,público,população,ingressos per capita,,,,,,,,,,,,,,,,,
1,DISTRITO FEDERAL,76,5.495.352,3.188.445,172,,,,,,,,,,,,,,,,,
2,RIO DE JANEIRO,318,23.695.718,16.231.365,146,,,,,,,,,,,,,,,,,
3,SÃO PAULO,873,50.843.185,41.901.219,121,,,,,,,,,,,,,,,,,
4,AMAZONAS,38,3.215.843,3.590.985,090,,,,,,,,,,,,,,,,,
5,PARANÁ,159,7.952.735,10.577.755,075,,,,,,,,,,,,,,,,,
6,GOIÁS,84,4.307.176,6.154.996,070,,,,,,,,,,,,,,,,,
7,SANTA CATARINA,106,4.429.067,6.383.286,069,,,,,,,,,,,,,,,,,
8,ESPIRITO SANTO,47,2.385.520,3.578.067,067,,,,,,,,,,,,,,,,,
9,RIO GRANDE DO SUL,160,6.631.217,10.770.603,062,,,,,,,,,,,,,,,,,
10,MATO GROSSO,27,1.900.141,3.115.336,061,,,,,,,,,,,,,,,,,
