0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
"-->  Busca Em todos os anos 2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000  Menu  Imprimir  Anterior  Próximo  Database Brasil 2020  17. Ingressos per capita dos estados  estadosalaspúblicopopulaçãoingressos per capita1DISTRITO FEDERAL881.255.8253.055.1490,412RIO DE JANEIRO3816.050.10217.366.1890,353SÃO PAULO1.09513.050.31846.289.3330,284RORAIMA15167.677631.1810,275AMAZONAS72861.9604.207.7140,206ESPIRITO SANTO74810.3534.064.0520,207SANTA CATARINA1511.400.3447.252.5020,198MATO GROSSO53658.4323.526.2200,199PARANÁ2261.983.36211.516.8400,1710AMAPÁ15138.099861.7730,1611PERNAMBUCO1211.467.6939.616.6210,1512RIO GRANDE DO SUL1931.690.91511.422.9730,1513MATO GROSSO DO SUL35410.6802.809.3940,1514GOIÁS1191.036.8437.113.5400,1515ACRE7122.045894.4700,1416CEARÁ1131.252.8789.187.1030,1417RIO GRANDE DO NORTE33462.8753.534.1650,1318MINAS GERAIS2862.714.06421.292.6660,1319RONDONIA24225.7541.796.4600,1320SERGIPE27277.8592.318.8220,1221PARÁ85978.8968.690.7450,1122BAHIA1331.484.79314.930.6340,1023PIAUI34314.8343.281.4800,1024ALAGOAS29318.9843.351.5430,1025PARAIBA45382.0154.039.2770,0926TOCANTINS19128.0531.590.2480,0827MARANHÃO63544.8917.114.5980,08Total3.53640.190.544211.755.6920,19Fonte: Filme B Box Office Brasil /Pop: IBGE-estimativa 2020 - Pesquisa: Filme BObservações: * ingressos per capita é a divisão do número de espectadores pela população.  Topo da página  © Copyright Filme B. Todos os direitos reservados.",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Busca Em todos os anos 2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000,,Menu,,Imprimir,,Anterior,,Próximo,,,,,,,,,,,,,
,Database Brasil 2020,,,,,,,,,,,,,,,,,,,,,
,17. Ingressos per capita dos estados,,,,,,,,,,,,,,,,,,,,,
"estadosalaspúblicopopulaçãoingressos per capita1DISTRITO FEDERAL881.255.8253.055.1490,412RIO DE JANEIRO3816.050.10217.366.1890,353SÃO PAULO1.09513.050.31846.289.3330,284RORAIMA15167.677631.1810,275AMAZONAS72861.9604.207.7140,206ESPIRITO SANTO74810.3534.064.0520,207SANTA CATARINA1511.400.3447.252.5020,198MATO GROSSO53658.4323.526.2200,199PARANÁ2261.983.36211.516.8400,1710AMAPÁ15138.099861.7730,1611PERNAMBUCO1211.467.6939.616.6210,1512RIO GRANDE DO SUL1931.690.91511.422.9730,1513MATO GROSSO DO SUL35410.6802.809.3940,1514GOIÁS1191.036.8437.113.5400,1515ACRE7122.045894.4700,1416CEARÁ1131.252.8789.187.1030,1417RIO GRANDE DO NORTE33462.8753.534.1650,1318MINAS GERAIS2862.714.06421.292.6660,1319RONDONIA24225.7541.796.4600,1320SERGIPE27277.8592.318.8220,1221PARÁ85978.8968.690.7450,1122BAHIA1331.484.79314.930.6340,1023PIAUI34314.8343.281.4800,1024ALAGOAS29318.9843.351.5430,1025PARAIBA45382.0154.039.2770,0926TOCANTINS19128.0531.590.2480,0827MARANHÃO63544.8917.114.5980,08Total3.53640.190.544211.755.6920,19Fonte: Filme B Box Office Brasil /Pop: IBGE-estimativa 2020 - Pesquisa: Filme BObservações: * ingressos per capita é a divisão do número de espectadores pela população.",,,,,,,,,,,,,,,,,,,,,,
,estado,salas,público,população,ingressos per capita,,,,,,,,,,,,,,,,,
1,DISTRITO FEDERAL,88,1.255.825,3.055.149,041,,,,,,,,,,,,,,,,,
2,RIO DE JANEIRO,381,6.050.102,17.366.189,035,,,,,,,,,,,,,,,,,
3,SÃO PAULO,1.095,13.050.318,46.289.333,028,,,,,,,,,,,,,,,,,
4,RORAIMA,15,167.677,631.181,027,,,,,,,,,,,,,,,,,
5,AMAZONAS,72,861.960,4.207.714,020,,,,,,,,,,,,,,,,,
6,ESPIRITO SANTO,74,810.353,4.064.052,020,,,,,,,,,,,,,,,,,
7,SANTA CATARINA,151,1.400.344,7.252.502,019,,,,,,,,,,,,,,,,,
8,MATO GROSSO,53,658.432,3.526.220,019,,,,,,,,,,,,,,,,,
9,PARANÁ,226,1.983.362,11.516.840,017,,,,,,,,,,,,,,,,,
10,AMAPÁ,15,138.099,861.773,016,,,,,,,,,,,,,,,,,
11,PERNAMBUCO,121,1.467.693,9.616.621,015,,,,,,,,,,,,,,,,,
12,RIO GRANDE DO SUL,193,1.690.915,11.422.973,015,,,,,,,,,,,,,,,,,
13,MATO GROSSO DO SUL,35,410.680,2.809.394,015,,,,,,,,,,,,,,,,,
14,GOIÁS,119,1.036.843,7.113.540,015,,,,,,,,,,,,,,,,,
15,ACRE,7,122.045,894.470,014,,,,,,,,,,,,,,,,,
16,CEARÁ,113,1.252.878,9.187.103,014,,,,,,,,,,,,,,,,,
17,RIO GRANDE DO NORTE,33,462.875,3.534.165,013,,,,,,,,,,,,,,,,,
