0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
"-->  Busca Em todos os anos 2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000  Menu  Imprimir  Anterior  Próximo  Database Brasil 2015  17. Ingressos per capita dos estados estadosalaspúblicopopulaçãoingressos per capita1DISTRITO FEDERAL865.769.9142.914.8301,982RIO DE JANEIRO35125.465.46416.550.0241,543SÃO PAULO97458.329.95044.396.4841,314AMAZONAS633.776.3273.938.3360,965RORAIMA15481.025505.6650,956ESPIRITO SANTO693.237.5993.929.9110,827PARANÁ1638.737.58511.163.0180,788SANTA CATARINA1195.259.6306.819.1900,779MATO GROSSO422.358.4273.265.4860,7210RIO GRANDE DO SUL1507.552.10811.247.9720,6711MATO GROSSO DO SUL281.758.5332.651.2350,6612GOIÁS984.364.2976.610.6810,6613PERNAMBUCO886.009.6109.345.1730,6414RIO GRANDE DO NORTE312.081.1843.442.1750,6015ACRE5474.366803.5130,5916SERGIPE181.279.4022.242.9370,5717MINAS GERAIS25111.849.30320.869.1010,5718AMAPÁ17417.050766.6790,5419CEARÁ844.681.5098.904.4590,5320ALAGOAS291.682.2983.340.9320,5021PARÁ643.268.9058.165.4360,4022BAHIA856.076.70015.203.9340,4023RONDONIA15703.2371.768.2040,4024PARAIBA341.527.9963.972.2020,3825TOCANTINS13559.8721.515.1260,3726MARANHÃO442.196.2816.904.2410,3227PIAUI24823.4093.204.0280,26TOTAL2.960170.721.981204.440.9720,84Fonte: Filme B Box Office /Pop: IBGE-estimativa 2015 - Pesquisa: Filme BObservações: * ingressos per capita é a divisão do número de espectadores pela população.  Topo da página  © Copyright Filme B. Todos os direitos reservados.",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Busca Em todos os anos 2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000,,Menu,,Imprimir,,Anterior,,Próximo,,,,,,,,,,,,,
,Database Brasil 2015,,,,,,,,,,,,,,,,,,,,,
,17. Ingressos per capita dos estados,,,,,,,,,,,,,,,,,,,,,
"estadosalaspúblicopopulaçãoingressos per capita1DISTRITO FEDERAL865.769.9142.914.8301,982RIO DE JANEIRO35125.465.46416.550.0241,543SÃO PAULO97458.329.95044.396.4841,314AMAZONAS633.776.3273.938.3360,965RORAIMA15481.025505.6650,956ESPIRITO SANTO693.237.5993.929.9110,827PARANÁ1638.737.58511.163.0180,788SANTA CATARINA1195.259.6306.819.1900,779MATO GROSSO422.358.4273.265.4860,7210RIO GRANDE DO SUL1507.552.10811.247.9720,6711MATO GROSSO DO SUL281.758.5332.651.2350,6612GOIÁS984.364.2976.610.6810,6613PERNAMBUCO886.009.6109.345.1730,6414RIO GRANDE DO NORTE312.081.1843.442.1750,6015ACRE5474.366803.5130,5916SERGIPE181.279.4022.242.9370,5717MINAS GERAIS25111.849.30320.869.1010,5718AMAPÁ17417.050766.6790,5419CEARÁ844.681.5098.904.4590,5320ALAGOAS291.682.2983.340.9320,5021PARÁ643.268.9058.165.4360,4022BAHIA856.076.70015.203.9340,4023RONDONIA15703.2371.768.2040,4024PARAIBA341.527.9963.972.2020,3825TOCANTINS13559.8721.515.1260,3726MARANHÃO442.196.2816.904.2410,3227PIAUI24823.4093.204.0280,26TOTAL2.960170.721.981204.440.9720,84Fonte: Filme B Box Office /Pop: IBGE-estimativa 2015 - Pesquisa: Filme BObservações: * ingressos per capita é a divisão do número de espectadores pela população.",,,,,,,,,,,,,,,,,,,,,,
,estado,salas,público,população,ingressos per capita,,,,,,,,,,,,,,,,,
1,DISTRITO FEDERAL,86,5.769.914,2.914.830,198,,,,,,,,,,,,,,,,,
2,RIO DE JANEIRO,351,25.465.464,16.550.024,154,,,,,,,,,,,,,,,,,
3,SÃO PAULO,974,58.329.950,44.396.484,131,,,,,,,,,,,,,,,,,
4,AMAZONAS,63,3.776.327,3.938.336,096,,,,,,,,,,,,,,,,,
5,RORAIMA,15,481.025,505.665,095,,,,,,,,,,,,,,,,,
6,ESPIRITO SANTO,69,3.237.599,3.929.911,082,,,,,,,,,,,,,,,,,
7,PARANÁ,163,8.737.585,11.163.018,078,,,,,,,,,,,,,,,,,
8,SANTA CATARINA,119,5.259.630,6.819.190,077,,,,,,,,,,,,,,,,,
9,MATO GROSSO,42,2.358.427,3.265.486,072,,,,,,,,,,,,,,,,,
10,RIO GRANDE DO SUL,150,7.552.108,11.247.972,067,,,,,,,,,,,,,,,,,
11,MATO GROSSO DO SUL,28,1.758.533,2.651.235,066,,,,,,,,,,,,,,,,,
12,GOIÁS,98,4.364.297,6.610.681,066,,,,,,,,,,,,,,,,,
13,PERNAMBUCO,88,6.009.610,9.345.173,064,,,,,,,,,,,,,,,,,
14,RIO GRANDE DO NORTE,31,2.081.184,3.442.175,060,,,,,,,,,,,,,,,,,
15,ACRE,5,474.366,803.513,059,,,,,,,,,,,,,,,,,
16,SERGIPE,18,1.279.402,2.242.937,057,,,,,,,,,,,,,,,,,
17,MINAS GERAIS,251,11.849.303,20.869.101,057,,,,,,,,,,,,,,,,,
18,AMAPÁ,17,417.050,766.679,054,,,,,,,,,,,,,,,,,
19,CEARÁ,84,4.681.509,8.904.459,053,,,,,,,,,,,,,,,,,
20,ALAGOAS,29,1.682.298,3.340.932,050,,,,,,,,,,,,,,,,,
21,PARÁ,64,3.268.905,8.165.436,040,,,,,,,,,,,,,,,,,
22,BAHIA,85,6.076.700,15.203.934,040,,,,,,,,,,,,,,,,,
23,RONDONIA,15,703.237,1.768.204,040,,,,,,,,,,,,,,,,,
24,PARAIBA,34,1.527.996,3.972.202,038,,,,,,,,,,,,,,,,,
25,TOCANTINS,13,559.872,1.515.126,037,,,,,,,,,,,,,,,,,
26,MARANHÃO,44,2.196.281,6.904.241,032,,,,,,,,,,,,,,,,,
27,PIAUI,24,823.409,3.204.028,026,,,,,,,,,,,,,,,,,
,TOTAL,2.960,170.721.981,204.440.972,084,,,,,,,,,,,,,,,,,
Fonte: Filme B Box Office /Pop: IBGE-estimativa 2015 - Pesquisa: Filme B,Fonte: Filme B Box Office /Pop: IBGE-estimativa 2015 - Pesquisa: Filme B,Fonte: Filme B Box Office /Pop: IBGE-estimativa 2015 - Pesquisa: Filme B,Fonte: Filme B Box Office /Pop: IBGE-estimativa 2015 - Pesquisa: Filme B,Fonte: Filme B Box Office /Pop: IBGE-estimativa 2015 - Pesquisa: Filme B,Fonte: Filme B Box Office /Pop: IBGE-estimativa 2015 - Pesquisa: Filme B,,,,,,,,,,,,,,,,,
Observações: * ingressos per capita é a divisão do número de espectadores pela população.,Observações: * ingressos per capita é a divisão do número de espectadores pela população.,Observações: * ingressos per capita é a divisão do número de espectadores pela população.,Observações: * ingressos per capita é a divisão do número de espectadores pela população.,Observações: * ingressos per capita é a divisão do número de espectadores pela população.,Observações: * ingressos per capita é a divisão do número de espectadores pela população.,,,,,,,,,,,,,,,,,
,,Topo da página,© Copyright Filme B. Todos os direitos reservados.,,,,,,,,,,,,,,,,,,,
