0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
"-->  Busca Em todos os anos 2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000  Menu  Imprimir  Anterior  Próximo  Database Brasil 2019  17. Ingressos per capita dos estados  estadosalaspúblicopopulaçãoingressos per capita1DISTRITO FEDERAL885.399.6453.015.2681,792RIO DE JANEIRO38225.061.36317.264.9431,453SÃO PAULO1.09459.843.35845.919.0491,34RORAIMA15737.983605.7611,225AMAZONAS723.625.3724.144.5970,876SANTA CATARINA1516.016.3127.164.7880,847PARANÁ2219.506.71111.433.9570,838ESPIRITO SANTO743.276.5284.018.6500,829AMAPÁ15653.544845.7310,7710MATO GROSSO532.582.4513.484.4660,7411RIO GRANDE DO SUL1888.035.76411.377.2390,7112PERNAMBUCO1186.350.1239.557.0710,6613GOIÁS1144.654.4117.018.3540,6614MATO GROSSO DO SUL311.691.9832.778.9860,6115ACRE7534.579881.9350,6116MINAS GERAIS28112.334.49521.168.7910,5817CEARÁ1095.190.9489.132.0780,5718RIO GRANDE DO NORTE311.900.4333.506.8530,5419RONDONIA22936.1341.777.2250,5320SERGIPE271.209.7032.298.6960,5321ALAGOAS291.618.6973.337.3570,4922PIAUI341.478.0523.273.2270,4523PARÁ853.815.1298.602.8650,4424PARAIBA451.752.4084.018.1270,4425BAHIA1306.219.77914.873.0640,4226TOCANTINS19626.5141.572.8660,427MARANHÃO612.264.8137.075.1810,32Total3.496177.317.232210.147.1250,84Fonte: Filme B Box Office Brasil /Pop: IBGE-estimativa 2018 - Pesquisa: Filme BObservações: * ingressos per capita é a divisão do número de espectadores pela população.  Topo da página  © Copyright Filme B. Todos os direitos reservados.",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Busca Em todos os anos 2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000,,Menu,,Imprimir,,Anterior,,Próximo,,,,,,,,,,,,,
,Database Brasil 2019,,,,,,,,,,,,,,,,,,,,,
,17. Ingressos per capita dos estados,,,,,,,,,,,,,,,,,,,,,
"estadosalaspúblicopopulaçãoingressos per capita1DISTRITO FEDERAL885.399.6453.015.2681,792RIO DE JANEIRO38225.061.36317.264.9431,453SÃO PAULO1.09459.843.35845.919.0491,34RORAIMA15737.983605.7611,225AMAZONAS723.625.3724.144.5970,876SANTA CATARINA1516.016.3127.164.7880,847PARANÁ2219.506.71111.433.9570,838ESPIRITO SANTO743.276.5284.018.6500,829AMAPÁ15653.544845.7310,7710MATO GROSSO532.582.4513.484.4660,7411RIO GRANDE DO SUL1888.035.76411.377.2390,7112PERNAMBUCO1186.350.1239.557.0710,6613GOIÁS1144.654.4117.018.3540,6614MATO GROSSO DO SUL311.691.9832.778.9860,6115ACRE7534.579881.9350,6116MINAS GERAIS28112.334.49521.168.7910,5817CEARÁ1095.190.9489.132.0780,5718RIO GRANDE DO NORTE311.900.4333.506.8530,5419RONDONIA22936.1341.777.2250,5320SERGIPE271.209.7032.298.6960,5321ALAGOAS291.618.6973.337.3570,4922PIAUI341.478.0523.273.2270,4523PARÁ853.815.1298.602.8650,4424PARAIBA451.752.4084.018.1270,4425BAHIA1306.219.77914.873.0640,4226TOCANTINS19626.5141.572.8660,427MARANHÃO612.264.8137.075.1810,32Total3.496177.317.232210.147.1250,84Fonte: Filme B Box Office Brasil /Pop: IBGE-estimativa 2018 - Pesquisa: Filme BObservações: * ingressos per capita é a divisão do número de espectadores pela população.",,,,,,,,,,,,,,,,,,,,,,
,estado,salas,público,população,ingressos per capita,,,,,,,,,,,,,,,,,
1,DISTRITO FEDERAL,88,5.399.645,3.015.268,179,,,,,,,,,,,,,,,,,
2,RIO DE JANEIRO,382,25.061.363,17.264.943,145,,,,,,,,,,,,,,,,,
