0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
"-->  Busca Em todos os anos 2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000  Menu  Imprimir  Anterior  Próximo  Database Brasil 2014  17. Ingressos per capita dos estados estadosalaspúblicopopulaçãoingressos per capita1DISTRITO FEDERAL815.622.2983.539.2091,592RIO DE JANEIRO32823.966.77916.461.1731,463SÃO PAULO93752.946.15944.035.3041,204AMAZONAS563.512.1423.873.7430,915PARANÁ1768.329.18411.081.6920,756ESPIRITO SANTO602.856.1043.885.0490,747MATO GROSSO362.218.6783.224.3570,698SANTA CATARINA1074.539.8716.727.1480,679GOIÁS964.339.5936.523.2220,6710RIO GRANDE DO SUL1696.906.83411.207.2740,6211PERNAMBUCO905.654.2699.277.7270,6112MATO GROSSO DO SUL281.549.0152.619.6570,5913ACRE5452.341790.1010,5714RIO GRANDE DO NORTE311.923.8613.408.5100,5615MINAS GERAIS23911.190.45220.734.0970,5416SERGIPE191.187.4352.219.5740,5317ALAGOAS291.536.8573.321.7300,4618RORAIMA6214.023496.9360,4319CEARÁ793.617.6628.842.7910,4120BAHIA876.159.75015.126.3710,4121TOCANTINS13607.6461.496.8800,4122RONDONIA17698.9901.748.5310,4023PARÁ503.164.8818.063.3930,3924PARAIBA261.306.2313.943.8850,3325MARANHÃO332.053.1646.850.8840,3026PIAUI14619.0793.194.7180,1927AMAPÁ7114.740750.9120,15Total2.819157.288.038203.444.8680,77Fonte: Filme B Box Office /Pop: IBGE-estimativa 2014 - Pesquisa: Filme BObservações: * ingressos per capita é a divisão do número de espectadores pela população.  Topo da página  © Copyright Filme B. Todos os direitos reservados.",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Busca Em todos os anos 2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000,,Menu,,Imprimir,,Anterior,,Próximo,,,,,,,,,,,,,
,Database Brasil 2014,,,,,,,,,,,,,,,,,,,,,
,17. Ingressos per capita dos estados,,,,,,,,,,,,,,,,,,,,,
"estadosalaspúblicopopulaçãoingressos per capita1DISTRITO FEDERAL815.622.2983.539.2091,592RIO DE JANEIRO32823.966.77916.461.1731,463SÃO PAULO93752.946.15944.035.3041,204AMAZONAS563.512.1423.873.7430,915PARANÁ1768.329.18411.081.6920,756ESPIRITO SANTO602.856.1043.885.0490,747MATO GROSSO362.218.6783.224.3570,698SANTA CATARINA1074.539.8716.727.1480,679GOIÁS964.339.5936.523.2220,6710RIO GRANDE DO SUL1696.906.83411.207.2740,6211PERNAMBUCO905.654.2699.277.7270,6112MATO GROSSO DO SUL281.549.0152.619.6570,5913ACRE5452.341790.1010,5714RIO GRANDE DO NORTE311.923.8613.408.5100,5615MINAS GERAIS23911.190.45220.734.0970,5416SERGIPE191.187.4352.219.5740,5317ALAGOAS291.536.8573.321.7300,4618RORAIMA6214.023496.9360,4319CEARÁ793.617.6628.842.7910,4120BAHIA876.159.75015.126.3710,4121TOCANTINS13607.6461.496.8800,4122RONDONIA17698.9901.748.5310,4023PARÁ503.164.8818.063.3930,3924PARAIBA261.306.2313.943.8850,3325MARANHÃO332.053.1646.850.8840,3026PIAUI14619.0793.194.7180,1927AMAPÁ7114.740750.9120,15Total2.819157.288.038203.444.8680,77Fonte: Filme B Box Office /Pop: IBGE-estimativa 2014 - Pesquisa: Filme BObservações: * ingressos per capita é a divisão do número de espectadores pela população.",,,,,,,,,,,,,,,,,,,,,,
,estado,salas,público,população,ingressos per capita,,,,,,,,,,,,,,,,,
1,DISTRITO FEDERAL,81,5.622.298,3.539.209,159,,,,,,,,,,,,,,,,,
2,RIO DE JANEIRO,328,23.966.779,16.461.173,146,,,,,,,,,,,,,,,,,
