1,2,4
município,UF,salas
SÃO PAULO,SP,332
RIO DE JANEIRO,RJ,217
BRASÍLIA *,DF,87
BELO HORIZONTE,MG,86
CURITIBA,PR,80
FORTALEZA,CE,68
MANAUS,AM,68
PORTO ALEGRE,RS,67
SALVADOR,BA,63
CAMPINAS,SP,57
GOIÂNIA,GO,52
RECIFE,PE,51
GUARULHOS,SP,36
RIBEIRÃO PRETO,SP,35
BELÉM,PA,34
SÃO LUÍS,MA,34
SÃO BERNARDO DO CAMPO,SP,31
LONDRINA,PR,30
SOROCABA,SP,29
BARUERI,SP,27
JOÃO PESSOA,PB,26
NATAL,RN,26
SÃO JOSÉ DO RIO PRETO,SP,24
MACEIÓ,AL,23
CAMPO GRANDE,MS,23
CUIABA,MT,23
SANTOS,SP,22
SANTO ANDRÉ,SP,22
OSASCO,SP,21
VILA VELHA,ES,21
FLORIANOPOLIS,SC,20
SÃO JOSÉ DOS CAMPOS,SP,20
CONTAGEM,MG,19
TERESINA,PI,19
JUIZ DE FORA,MG,18
NITERÓI,RJ,18
BLUMENAU,SC,18
APARECIDA DE GOIANIA,GO,15
BETIM,MG,15
BOA VISTA,RR,15
MACAPÁ,AP,15
MARINGÁ,PR,15
BAURU,SP,14
LIMEIRA,SP,14
VITÓRIA,ES,14
ARACAJU,SE,14
CANOAS,RS,14
JUNDIAÍ,SP,14
SÃO GONÇALO,RJ,14
UBERABA,MG,14
NOVA IGUAÇU,RJ,13
SÃO JOSÉ,SC,13
UBERLÂNDIA,MG,13
CRICIUMA,SC,12
PALMAS,TO,12
CAXIAS DO SUL,RS,12
JABOATÃO DOS GUARARAPES,PE,12
JOINVILLE,SC,11
COTIA,SP,11
TAUBATÉ,SP,11
RIO GRANDE,RS,10
BALNEARIO CAMBORIU,SC,10
CAMPOS DOS GOYTACAZES,RJ,10
FOZ DO IGUAÇU,PR,10
ITAQUAQUECETUBA,SP,10
SERRA,ES,10
ANAPOLIS,GO,9
FEIRA DE SANTANA,BA,9
INDAIATUBA,SP,9
MARABÁ,PA,9
MONTES CLAROS,MG,9
PONTA GROSSA,PR,9
SANTA MARIA,RS,9
PAULISTA,PE,9
PETRÓPOLIS,RJ,8
RESENDE,RJ,8
ARAÇATUBA,SP,8
BOTUCATU,SP,8
CARUARU,PE,8
IMPERATRIZ,MA,8
MARÍLIA,SP,8
PELOTAS,RS,8
POÇOS DE CALDAS,MG,8
RIO VERDE,GO,8
SANTA BÁRBARA DO OESTE,SP,8
SOBRAL,CE,8
VALPARAÍSO DE GOIÁS,GO,8
ARARAQUARA,SP,7
BRAGANÇA PAULISTA,SP,7
CACHOEIRO DE ITAPEMIRIM,ES,7
CASCAVEL,PR,7
LINHARES,ES,7
PORTO VELHO,RO,7
PRESIDENTE PRUDENTE,SP,7
SANTARÉM,PA,7
DIADEMA,SP,7
MOGI DAS CRUZES,SP,7
PIRACICABA,SP,7
SÃO CAETANO DO SUL,SP,7
VOLTA REDONDA,RJ,6
BRUSQUE,SC,6
CABO FRIO,RJ,6
GUARUJA,SP,6
NOVA FRIBURGO,RJ,6
TEIXEIRA DE FREITAS,BA,6
ARAPIRACA,AL,6
DUQUE DE CAXIAS,RJ,6
JUAZEIRO DO NORTE,CE,6
PRAIA GRANDE,SP,6
RIO BRANCO,AC,6
SÃO JOÃO DE MERITI,RJ,6
SÃO JOSÉ DE RIBAMAR,MA,6
SÃO VICENTE,SP,6
VÁRZEA GRANDE,MT,6
ITAPEVI,SP,5
ITATIBA,SP,5
LAGES,SC,5
PATO BRANCO,PR,5
POUSO ALEGRE,MG,5
SÃO CARLOS,SP,5
CAMAÇARI,BA,5
CAMPINA GRANDE,PB,5
CARAPICUÍBA,SP,5
CARIACICA,ES,5
CAXIAS,MA,5
DIVINOPOLIS,MG,5
GRAVATAI,RS,5
GUARATINGUETA,SP,5
HORTOLÂNDIA,SP,5
ITABORAÍ,RJ,5
ITAPETININGA,SP,5
JACAREÍ,SP,5
JARAGUÁ DO SUL,SC,5
MACAÉ,RJ,5
MAUÁ,SP,5
MOGI GUAÇU,SP,5
MOSSORÓ,RN,5
