1,2,4
município,UF,salas
SÃO PAULO,SP,289
RIO DE JANEIRO,RJ,185
BELO HORIZONTE,MG,76
CURITIBA,PR,70
PORTO ALEGRE,RS,66
BRASILIA *,DF,63
SALVADOR,BA,57
CAMPINAS,SP,46
MANAUS,AM,40
FORTALEZA,CE,37
RECIFE,PE,36
GOIANIA,GO,35
RIBEIRAO PRETO,SP,27
FLORIANOPOLIS,SC,22
SANTOS,SP,22
SOROCABA,SP,21
OSASCO,SP,21
GUARULHOS,SP,21
BELEM,PA,20
SÃO JOSE DOS CAMPOS,SP,20
MARINGA,PR,18
CAMPO GRANDE,MS,18
JOAO PESSOA,PB,18
BARUERI,SP,18
VITORIA,ES,17
SÃO LUIS,MA,17
CUIABA,MT,16
SÃO JOSE DO RIO PRETO,SP,15
SANTO ANDRE,SP,15
JUIZ DE FORA,MG,14
MACEIO,AL,14
ARACAJU,SE,14
NATAL,RN,14
SÃO GONCALO,RJ,14
CAXIAS DO SUL,RS,13
LONDRINA,PR,13
BLUMENAU,SC,13
SÃO BERNARDO DO CAMPO,SP,12
JABOATAO DOS GUARARAPES,PE,12
DUQUE DE CAXIAS,RJ,11
CAMPOS DOS GOITACAZES,RJ,11
CONTAGEM,MG,11
COTIA,SP,11
NITERÓI,RJ,11
APARECIDA DE GOIANIA,GO,10
ANAPOLIS,GO,9
BAURU,SP,9
INDAIATUBA,SP,9
JOINVILLE,SC,9
PONTA GROSSA,PR,9
PETROPOLIS,RJ,8
FOZ DO IGUACU,PR,8
MARILIA,SP,8
POCOS DE CALDAS,MG,8
TERESINA,PI,8
UBERLANDIA,MG,8
PORTO VELHO,RO,7
ARARAQUARA,SP,7
BALNEARIO CAMBORIU,SC,7
PALMAS DO TOCANTINS,TO,7
PRESIDENTE PRUDENTE,SP,7
RESENDE,RJ,7
CANOAS,RS,7
DIADEMA,SP,7
JUNDIAI,SP,7
SÃO CAETANO DO SUL,SP,7
VILA VELHA,ES,7
VOLTA REDONDA,RJ,6
CASCAVEL,PR,6
GUARUJA,SP,6
MACAE,RJ,6
RIO BRANCO,AC,6
SANTA MARIA,RS,6
SETE LAGOAS,MG,6
BOA VISTA,RR,6
PRAIA GRANDE,SP,6
SÃO JOAO DE MERITI,RJ,6
SAO VICENTE,SP,6
UBERABA,MG,6
CATANDUVA,SP,5
SÃO CARLOS,SP,5
BENTO GONCALVES,RS,5
CARAGUATATUBA,SP,5
ITUMBIARA,GO,5
CAMPINA GRANDE,PB,5
DIVINOPOLIS,MG,5
JACAREI,SP,5
MAUA,SP,5
MOSSORO,RN,5
PIRACICABA,SP,5
RIO CLARO,SP,5
SÃO JOSÉ,SC,5
SÃO JOSÉ DOS PINHAIS,PR,5
SÃO LEOPOLDO,RS,5
SUZANO,SP,5
TABOAO DA SERRA,SP,5
CACHOEIRO DE ITAPEMIRIM,ES,4
CRICIUMA,SC,4
GUARAPARI,ES,4
MACAPA,AP,4
PASSO FUNDO,RS,4
CARUARU,PE,4
CHAPECO,SC,4
FEIRA DE SANTANA,BA,4
FRANCA,SP,4
GUARATINGUETA,SP,4
ITAGUAI,RJ,4
LIMEIRA,SP,4
MOGI DAS CRUZES,SP,4
MONTES CLAROS,MG,4
NOVO HAMBURGO,RS,4
PALHOÇA,SC,4
PARAUAPEBAS,PA,4
PETROLINA,PE,4
SANTA BARBARA DO OESTE,SP,4
SERRA,ES,4
TAUBATE,SP,4
TUBARAO,SC,4
GUARAPUAVA,PR,3
IMPERATRIZ,MA,3
JAU,SP,3
LAGES,SC,3
ARACATUBA,SP,3
BARRETOS,SP,3
BETIM,MG,3
BRUSQUE,SC,3
CACHOEIRINHA,RS,3
CASTANHAL,PA,3
CATALAO,GO,3
DOURADOS,MS,3
IPATINGA,MG,3
ITU,SP,3
JARAGUA DO SUL,SC,3
JATAI,GO,3
LINHARES,ES,3
MINEIROS,GO,3
MOGI MIRIM,SP,3
NILOPOLIS,RJ,3
NOVA FRIBURGO,RJ,3
NOVA IGUACU,RJ,3
PATOS DE MINAS,MG,3
PELOTAS,RS,3
RIO VERDE,GO,3
