1,2,4
município,UF,salas
Sao Paulo,SP,287
Rio de Janeiro,RJ,176
Brasilia *,DF,80
Curitiba,PR,71
Belo Horizonte,MG,68
Porto Alegre,RS,66
Salvador,BA,61
Campinas,SP,47
Manaus,AM,40
Fortaleza,CE,36
Recife,PE,36
Goiania,GO,35
Ribeirao Preto,SP,27
Santos,SP,22
Guarulhos,SP,21
Osasco,SP,21
Belem,PA,20
Sao Jose dos Campos,SP,20
Sorocaba,SP,19
Maringa,PR,18
Sao Jose do Rio Preto,SP,18
Florianopolis,SC,17
Vitoria,ES,17
Cuiaba,MT,16
Sao Luis,MA,16
Santo Andre,SP,15
Aracaju,SE,14
Joao Pessoa,PB,14
Juiz de Fora,MG,14
Natal,RN,14
Sao Bernardo do Campo,SP,14
Campo Grande,MS,12
Duque de Caxias,RJ,12
Jaboatao dos Guararapes,PE,12
Niterói,RJ,12
Aparecida de Goiania,GO,10
Contagem,MG,10
Maceio,AL,10
Uberlandia,MG,10
Anapolis,GO,9
Barueri,SP,9
Bauru,SP,9
Joinville,SC,9
Praia Grande,SP,9
Foz do Iguacu,PR,8
Londrina,PR,8
Marilia,SP,8
Petropolis,RJ,8
Pocos de Caldas,MG,8
Sao Goncalo,RJ,8
Teresina,PI,8
Araraquara,SP,7
Balneario Camboriu,SC,7
Canoas,RS,7
Caxias do Sul,RS,7
Diadema,SP,7
Jundiai,SP,7
Montes Claros,MG,7
Porto Velho,RO,7
Presidente Prudente,SP,7
Vila Velha,ES,7
Blumenau,SC,6
Boa Vista,RR,6
Campos dos Goitacazes,RJ,6
Cascavel,PR,6
Guaruja,SP,6
Macae,RJ,6
Santa Maria,RS,6
Sao Joao De Meriti,RJ,6
Sao Vicente,SP,6
Sete Lagoas,MG,6
Uberaba,MG,6
Volta Redonda,RJ,6
Bento Goncalves,RS,5
Catanduva,SP,5
Cotia,SP,5
Divinopolis,MG,5
Indaiatuba,SP,5
Itumbiara,GO,5
Jacarei,SP,5
Maua,SP,5
Mossoro,RN,5
Piracicaba,SP,5
Rio Claro,SP,5
Sao Carlos,SP,5
São José,SC,5
São José dos Pinhais,PR,5
Sao Leopoldo,RS,5
Suzano,SP,5
Taboao da Serra,SP,5
Cachoeiro de Itapemirim,ES,4
Campina Grande,PB,4
Criciuma,SC,4
Feira de Santana,BA,4
Franca,SP,4
Guarapari,ES,4
Guaratingueta,SP,4
Limeira,SP,4
Macapa,AP,4
Mogi das Cruzes,SP,4
Novo Hamburgo,RS,4
Palhoça,SC,4
Passo Fundo,RS,4
Ponta Grossa,PR,4
Santa Barbara do Oeste,SP,4
Santa Cruz do Sul,RS,4
Serra,ES,4
Taubate,SP,4
Tubarao,SC,4
Angra dos Reis,RJ,3
Aracatuba,SP,3
Betim,MG,3
Brusque,SC,3
Castanhal,PA,3
Catalao,GO,3
Dourados,MS,3
Guarapuava,PR,3
Ipatinga,MG,3
Itu,SP,3
Jaragua do Sul,SC,3
Jau,SP,3
Linhares,ES,3
Mogi Mirim,SP,3
Nilopolis,RJ,3
Nova Friburgo,RJ,3
Nova Iguacu,RJ,3
Lajeado,RS,2
Lavras,MG,2
Leme,SP,2
Lencois Paulista,SP,2
Limoeiro do Norte,CE,2
Maracanau,CE,2
Matao,SP,2
Nova Petropolis,RS,2
Ourinhos,SP,2
Paranagua,PR,2
Parnaiba,PI,2
Patos,PB,2
Paulinia,SP,2
Peruibe,SP,2
Petrolina,PE,2
Pouso Alegre,MG,2
Rio Branco,AC,2
Rio das Ostras,RJ,2
Rio do Sul,SC,2
Rio Grande,RS,2
Santana,AP,2
Santo Angelo,RS,2
Santo Antonio de Jesus,BA,2
Sao Roque,SP,2
Sao Sebastiao,SP,2
Sertãozinho,SP,2
Sinop,MT,2
Sobral,CE,2
Sumare,SP,2
Tangara da Serra,MT,2
Tatui,SP,2
Teixeira de Freitas,BA,2
Teresopolis,RJ,2
Toledo,PR,2
Tres Coracoes,MG,2
Valparaiso,GO,2
Varginha,MG,2
Videira,SC,2
Adamantina,SP,1
Afogados da Ingazeira,PE,1
Alagoinhas,BA,1
Além Paraiba,MG,1
