1,2,4
município,UF,salas
SÃO PAULO,SP,299
RIO DE JANEIRO,RJ,200
BELO HORIZONTE,MG,85
CURITIBA,PR,81
BRASÍLIA *,DF,81
PORTO ALEGRE,RS,74
SALVADOR,BA,64
FORTALEZA,CE,59
MANAUS,AM,55
CAMPINAS,SP,54
RECIFE,PE,53
GOIÂNIA,GO,42
RIBEIRÃO PRETO,SP,35
SOROCABA,SP,33
SÃO BERNARDO DO CAMPO,SP,32
BARUERI,SP,27
BELÉM,PA,27
NATAL,RN,26
GUARULHOS,SP,25
LONDRINA,PR,25
SÃO LUÍS,MA,25
SÃO JOSÉ DO RIO PRETO,SP,24
CAMPO GRANDE,MS,23
CUIABA,MT,23
MACEIÓ,AL,23
SANTOS,SP,22
FLORIANOPOLIS,SC,21
OSASCO,SP,21
SÃO JOSÉ DOS CAMPOS,SP,20
CONTAGEM,MG,19
BLUMENAU,SC,18
JOÃO PESSOA,PB,18
BETIM,MG,17
MARINGÁ,PR,17
SANTO ANDRÉ,SP,17
ARACAJU,SE,15
BAURU,SP,15
VITÓRIA,ES,15
JUIZ DE FORA,MG,14
JUNDIAÍ,SP,14
SÃO GONÇALO,RJ,14
NITERÓI,RJ,13
SÃO JOSÉ,SC,13
UBERLÂNDIA,MG,13
VILA VELHA,ES,13
CAXIAS DO SUL,RS,12
COTIA,SP,12
JABOATÃO DOS GUARARAPES,PE,12
PALMAS,TO,11
TAUBATÉ,SP,11
APARECIDA DE GOIANIA,GO,10
CAMPOS DOS GOYTACAZES,RJ,10
SERRA,ES,10
ANAPOLIS,GO,9
DUQUE DE CAXIAS,RJ,9
INDAIATUBA,SP,9
JOINVILLE,SC,9
LIMEIRA,SP,9
MONTES CLAROS,MG,9
PONTA GROSSA,PR,9
ARAÇATUBA,SP,8
CARUARU,PE,8
FOZ DO IGUAÇU,PR,8
IMPERATRIZ,MA,8
MARABÁ,PA,8
MARÍLIA,SP,8
PELOTAS,RS,8
PETRÓPOLIS,RJ,8
POÇOS DE CALDAS,MG,8
RESENDE,RJ,8
RIO VERDE,GO,8
SANTA BÁRBARA DO OESTE,SP,8
TERESINA,PI,8
CANOAS,RS,7
DIADEMA,SP,7
MACAPÁ,AP,7
PIRACICABA,SP,7
PORTO VELHO,RO,7
PRESIDENTE PRUDENTE,SP,7
RIO GRANDE,RS,7
SÃO CAETANO DO SUL,SP,7
ARAPIRACA,AL,6
BOA VISTA,RR,6
BOTUCATU,SP,6
BRUSQUE,SC,6
CABO FRIO,RJ,6
CASCAVEL,PR,6
GUARUJA,SP,6
JUAZEIRO DO NORTE,CE,6
MACAÉ,RJ,6
NOVA FRIBURGO,RJ,6
PARNAÍBA,PI,6
PRAIA GRANDE,SP,6
SÃO JOÃO DE MERITI,RJ,6
SÃO VICENTE,SP,6
TEIXEIRA DE FREITAS,BA,6
UBERABA,MG,6
VOLTA REDONDA,RJ,6
BALNEARIO CAMBORIU,SC,5
BENTO GONÇALVES,RS,5
CAMPINA GRANDE,PB,5
CARIACICA,ES,5
CRICIUMA,SC,5
DIVINOPOLIS,MG,5
HORTOLÂNDIA,SP,5
JACAREÍ,SP,5
MAUÁ,SP,5
MOGI GUAÇU,SP,5
MOSSORÓ,RN,5
NOVO HAMBURGO,RS,5
POUSO ALEGRE,MG,5
RIO CLARO,SP,5
SANTA CRUZ DO SUL,RS,5
SÃO CARLOS,SP,5
SÃO JOSÉ DOS PINHAIS,PR,5
SÃO LEOPOLDO,RS,5
SUZANO,SP,5
TABOÃO DA SERRA,SP,5
AGUAS LINDAS DE GOIAS,GO,4
ANGRA DOS REIS,RJ,4
ARIQUEMES,RO,4
CABO DE SANTO AGOSTINHO,PE,4
CACHOEIRO DE ITAPEMIRIM,ES,4
CARAGUATATUBA,SP,4
CAUCAIA,CE,4
CHAPECO,SC,4
FEIRA DE SANTANA,BA,4
FRANCA,SP,4
GOVERNADOR VALADARES,MG,4
GUARATINGUETA,SP,4
IPATINGA,MG,4
ITAGUAI,RJ,4
ITAPECERICA DA SERRA,SP,4
LAJEADO,RS,4
LINHARES,ES,4
